,ID,region,name,star,rating,num_review,basic_info,review
10,10040064,1,센텀 재송 이데아 호텔,0,0,0,· 센텀 재송 이데아 호텔에서 즐거운 시간 보내시길 바랍니다.,
11,3009882,1,남포 영도 글랜스호텔,0,3.8,80,"객실마다 다양한 테마 인테리어와 바다전망 가능한 객실을 즐길 수 있는 남포 글랜스 호텔입니다.자갈치시장, 국제시장, BIFF 거리, 감천문화마을 등 부산 관광지를 쉽게 이동할 수 있는 최적의 위치입니다.부산 남포역 8번 출구 도보 3분, 자갈치 남포동 차량 2분 거리로 찾아오기 쉽습니다. ",
12,3001012,1,호텔 포레 부산역,2,4.4,279,"· 비즈니스 호텔로 'Stylish Business Hotel'을 모토로 한 호텔입니다.· 모던하고 감각적인 디자인과 깔끔하고 아늑한 분위기의 객실들을 자랑합니다!· 호텔 곳곳에 예술 작품이 비치되어 있으며, 2층에 미니 갤러리가 위치해있어 풍족한 시각적 만족감을 느끼실 수 있어요!· 자갈치시장, 태종대, 용두산공원 등 주변의 관광명소로 대중교통을 통한 용이한 이동이 가능합니다 :D",
13,3001330,1,더비에스호텔(The B.S Hotel),0,3.9,174,"· 부산의 중심지 부산역 인근에 위치한 THE B.S 호텔은 태종대, 자갈치, 국제시장, 영화의 거리 등과 인접해있어 관광, 쇼핑, 문화 등 즐길거리를 찾아 부산을 방문하시는 분들께 추천드립니다.· 다양한 룸 타입이 준비되어 있어 출장 및 가족여행, 친구들과의 단체 여행 등에도 적합합니다.· 간단한 모닝커피, 토스트 서비스(07:00~10:30)· 투숙객을 위해 얼음, 물, 커피, 코코아 등의 음료를 무료로 24시간 제공해 드립니다.",
14,3000922,1,마리안느호텔,3,4.1,646,"· 해운대의 도시야경을 넓은 창을 통해 바라 볼 수 있을 뿐만 아니라 해운대 해수욕장까지 도보 3분으로 이동 가능하세요!· 아쿠아리움, 동백섬, 용궁사 등 주변 관광지로도 쉽게 이동 가능해요!",
15,1000112341,1,부산 브라운도트 만덕점,0,4.5,14,"· BROWN-DOT HOTEL Signature 2021 GRAND OPENING· 부산광역시 북구 만덕동에 위치한 브라운도트 호텔 시그니처 만덕점은 아늑한 디자인, 합리적인 가격으로 내·외국인 관광객 및 비즈니스맨들을 위한 최적의 부티크 관광호텔입니다.[주변안내]· GS편의점 도보 1분 거리· 만덕 지하철역까지 1km 차량 2분 거리· 덕천 먹자골목까지 4km 차량 8분 거리· 금강공원까지 5km 차량 10분 거리· 미남 교차로까지 4km 차량 8분 거리· 부산사직종합운동장까지 6km 차량 12분 거리· 김해국제공항까지 14km 차량 20분 거리· [오시는 길]· 부산광역시 북구 만덕고개길 70(만덕동) 브라운도트 호텔 시그니처 만덕점",
16,1000111458,1,덴바스타호텔 화명점,0,4.9,15,· ♥2020.10 GRAND OPEN♥,
17,1000111179,1,부산 넘버25 기장연화리점,0,4.6,9,· 저희 호텔은 연화리 바닷가에 위치해있어요.· 부산 바다를 보면서 호텔 앞에 있는 아기자기한 섬 죽도를 산책하다 보면 배가 고프겠죠?· 기장의 유명 맛집이 모여있는 해물 포장마차촌은 전복죽이 맛있기로 유명해요!· 장어구이를 드셔서 옷에서 나는 냄새가 걱정이신가요? 스위트 전 객실과 일부 프리미엄 객실에 스타일러가 구비되어 있습니다.· 고객님의 즐거운 휴식을 위해 전 객실 맥주 한 캔이 서비스로 기다리고 있으니 넷플릭스로 재밌는 영화 보시며 쉬어가세요.,
18,1000101848,1,서면 호텔 엘레펀트,0,0,39,· 고급스러운 인테리어의 객실에서 편안한 휴식을 즐겨보세요.,
19,1000101448,1,브라운도트 덕천점,0,4.8,87,"· 브라운도트 호텔은 익숙하지만 일상에서 벗어나 감성을 자극할 수 있는 도심 속 부티크 공간으로,취향에 상관없이 누구나 호감을 가질만한, 대중적이면서 개성있는 호텔입니다.· 브라운도트덕천점이 선보일 최고의 서비스와 다양한 혜택을 놓치지 마세요~❣",
20,10040255,1,해운대 아크블루 호텔,0,0,0,"· 해운대 해수욕장까지 도보로 3분 거리에 위치하고 있어 접근성이 좋은 호텔입니다.· 쾌적하고 아늑한 인테리어의 객실에서 여유로운 휴식을 취해보세요.· 부산의 핫플레이스인 해운대에서 가족, 연인, 친구와 함께 특별한 추억을 만들 수 있는 호텔입니다.",
21,10039568,1,부산 AG405,0,4.8,19,"· 또 다른 공간 =힐링공간 =쉼의 공간· 여행자를 위한 이러한 공간을 고민했고, 또 다른 문을 열고 들어가면 결국 감성의 색채를 입힌 힐링공간· 즉 Another Gate를 만날 수 있습니다.",
22,10039540,1,부산 감전 브라운도트 호텔,0,5.0,4,· 안녕하세요.· 2021년 6월 새롭게 오픈한 부산 감전 브라운도트 사상낙동대로점입니다.· 항상 고객분들에게 최고의 하루를 선물할 수 있도록 노력하겠습니다.· 많은 이용 바랍니다.,
23,3017622,1,남포 마르쉐 호텔,0,4.4,51,"· 마르쉐호텔은 부산역과 국제여객터미널,김해공항 등 접근성이 용이하며 부산의 대표적인 국제시장, 자갈치시장, 용두산공원, 송도해수욕장, 깡통시장, 감천문화마을, 태종대 등 관광지와 문화적인 요소를 다양하게 경험하실수 있습니다.· 부산중구에 위치한 마르쉐호텔은 내집처럼 편안하고 감각적이며 다양한 스타일을 추구한 46개의 객실을 갖추고 있습니다.· 남포 마르쉐 호텔 위생관리 녹색 최우수 등급 획득 !",
24,3016714,1,넘버25 명지서부지청점,0,3.6,44,"· 고급스러운 인테리어로 품위 있고 아늑한 공간을 선사합니다.· 부산지방법원 서부지원, 을숙도 근처에 위치해 있습니다.",
25,3014904,1,서면 IB 호텔,0,5.0,48,· 다양한 객실 테마 인테리어로 방문하실 때마다 새로운 느낌을 제공합니다.· 합리적인 가격으로 깔끔하고 쾌적한 휴식공간을 즐겨보세요.,
26,3013841,1,브라운도트 서면범천점,0,4.9,138,· 익숙하지만 일상에서 벗어나 감성을 자극 할 수 있는 도심 속 부티크 공간을 제공하는 부산 브라운도트 범천점입니다.· 깔끔하고 고급스러운 인테리어로 낯선 호텔이 아닌 편안한 공간에 온듯한 분위기를 느낄 수 있습니다.· 범내골역 8번출구 도보 4분거리에 위치해있습니다.,
27,3013556,1,브라운도트 신호점,0,4.6,127,"2018년 4월 그랜드오픈, 명지신도시와 녹산산단에 인접한 자연주의 감성 디자인호텔입니다.· 오션파크뷰와 베이시티뷰의 탁월한 조망과 해안을 따라 걷는 갈멧길 코스가 인상적입니다.· 출장, 커플, 가족여행객을 위한 다양한 타입의 객실과 최고의 풀옵션이 구비되어 있습니다.",
28,3012676,1,광안리 유토피아 관광 호텔,2,4.5,81,"· 유토피아 관광호텔은 하루에 단 한분의 고객에게 한 객실을 판매합니다. 객실청결을 올리고 비싼광고에 투자하기 보다, 객실관리에 투자하는 호텔입니다. 화확성분 ZERO, 친환경 청소세제 EM 사용· 하루의 피로를 말끔히 씻을 수 있는 욕조가 전 객실에 있으며 다양한 부대시설을 제공해 편리한 여행을 즐길 수 있습니다.· 부산의 대표 관광자인 해운대, 광안리 해수욕장 중간지점에 위치해 있어 부산관광을 즐기기 좋습니다.",
29,3011822,1,브라운도트 송도해수욕장점,0,4.6,31,"· 주차는 기계식 타워주차장이며, SUV차량 이용시 지상,기계주차 만차일시 가까운 외부주차장 이용하실 수 있는점 양해바랍니다.· 답답한 도심을 벗어나 시원한 경관을 즐길 수 있는 호텔 브라운도트 송도입니다.· 깔끔하고 고급스러운 인테리어로 낯선 호텔이 아닌 편안한 공간에 온듯한 분위기를 느낄 수 있습니다.· 송도해수욕장에서 도보 1분 거리에 위치해있습니다.",
30,3009352,1,부산 비센트 호텔,0,4.1,112,"· 한국 관광공사 품질인증제를 통하여 프리미어 등급 달성! 모던한 인테리어의 쾌적한 공간을 만나보세요.· 부산 여행의 최적의 위치와 합리적인 가격, 한층 더 업그레이드된 편안함을 선사합니다.· 부산역 2번 출구에서 도보로 약 6분 거리로 찾아오기 쉽습니다.",
31,3002342,1,부산 프라임 관광호텔,2,4.4,203,"· 부산 제일의 중심지에 위치해 부산의 명소인 자갈치, 국제시장, 해운대, 광안리 등 편리한 교통으로 관광하기 좋습니다.· 멀리 부산항의 전경과 부산진 역사가 바라다 보이는 아늑한 전망과 서정적인 분위기로 넓은 공간, 청결하고 깨끗한 객실을 이용해보세요.· 여행, 출장, 여가 등을 찾는 고객님께 최고의 서비스와 친절을 제공합니다.",
32,3001828,1,르 이데아 호텔,0,5.0,24,"· 2016년 7월 GRAND OPEN! 깔끔하고 넓은 객실! 모던한 인테리어의 아름다움을 즐기세요.· 전 객실 고급 욕조, 라텍스 침구로 피곤하신 여행객, 휴식이 필요한 분들에게 편안함을 선사합니다.· 대연역 3번 출구에서 도보 5분 거리로 찾아오기 쉽습니다.",
33,3001719,1,넘버25 서면역점,0,3.1,74,"· 부산의 랜드마크 서면에 위치해 있어 놀거리, 즐길거리가 풍족합니다!· 각 객실마다 다른 테마로 모던하고 깔끔하게 꾸며져 있습니다.· 서면역 15번 출구에서 약 50m만 이동하면 바로 보이는 최적의 위치에 입지해있습니다.",
34,3001704,1,17th Hotel,0,4.3,194,· 최신식 시설로 쾌적하고 깔끔한 공간을 제공합니다.· 각 객실마다 다른 테마 인테리어로 방문하실 때마다 색다른 느낌을 즐길 수 있습니다!· 연산역 17번 출구에서 도보 1분거리! 찾아오기 편리합니다.,
35,3001702,1,노엘 비지니스 호텔,0,4.7,90,"· 공중 위생 최우수 숙박업소 선정· 젊음 가득한 부산 여행을 꿈꾼다면 해운대해수욕장과 도보 3분 이내 이동 가능한 가까운 숙소를 선택하세요.· 가장 소중한 이와 함께하는 행복한 부산 여행, 특별한 여정의 기억들을 노엘 비즈니스 호스텔에서 함께하세요.· 무료 조식 제공 (토스트,컵라면,쥬스,원두 커피,딸기잼등)· 전 객실은 금연입니다. 1층 야외테라스 흡연공간을 이용합니다",
36,3001663,1,서면 더블린 호텔,0,4.5,172,"· 각기 다른 테마 인테리어로 시선을 사로잡는 감각적인 휴식 공간 더블린 호텔입니다.· 모던하고 도시적인 분위기의 객실, 심플하고 깔끔한 객실, 어느 객실을 이용해도 새로운 느낌받는 곳!· 서면역 7번출구 도보 5분 거리로 최고의 접근성을 자랑합니다.",
37,3001531,1,TRT HOTEL,2,3.9,188,"· 최신식 시설을 갖춘 TRT HOTEL입니다!· 도시적인 감성과 독특한 디자인, 드라마틱한 공간 연출을 선보여 세련된 스타일의 에너지와 감성이 느껴지는 특별한 공간입니다!· 부산의 중심가 서면에 위치하여 찾아오기도 쉬워요!· 호텔 위치 안내",
38,3001468,1,이코노미 해운대,0,5.0,26,"· 실속있는 숙박을 원하시는 비즈니스 고객님들과 나홀로 또는 가족 여행자분들을 위한 한국형 게스트하우스인 이코노미 해운대입니다.· 전객실 단독룸. · 모든 객실에 단독 샤워실과 화장실.· 매일 아침 3층에 마련된 셀프바에서 조식이 제공되며, 투숙자는 간단한 취사가 가능합니다. · 해운대 지하철역에서 도보로 2~3분! 바닷가에서 500m거리의 좋은 입지를 자랑합니다.",
39,3000973,1,호텔 투헤븐 서면,0,1.8,47,"· 지하철 범내골역에서 도보 2분, 서면 지오플레이스까지 도보 5분, 서면 중심지까지 도보 15분으로 편리하게 이동가능합니다.· 문연금융단지 바로 인접하여 비지니스맨들에게 편안한 휴식을 제공합니다.",
40,3000747,1,25h Hotel 2 범천점,0,1.0,84,· 범내골역 6번 출구에서 도보로 2분 거리로 찾아오기 쉬운 최상의 위치에 입지해 있습니다.· 부산의 최고 번화가 서면 1번가와 가까워 부산 먹거리를 즐길 수 있어요.· 여유로운 공간과 깔끔하고 조용한 객실을 자랑합니다!,
41,1000110651,1,부산 남포동 브로시스호텔,0,4.7,37,"· 저희 BROSIS HOTEL은 'Brother'와 'Sister'의 합성어로 남녀노소 편하게 이용할 수 있는 친근한 호텔을 추구합니다.· BROSIS HOTEL은 다양한 라이프 스타일 호텔을 추구하고 젊은 감각의 숙박시설로써, 합리적인 가격에 프리미엄급 서비스를 제공하는 '어디에나 있는 호텔' , '어디에도 없는 호텔'을 지향합니다.· 대한민국 그 어디에서도 볼 수 없었던 체험과 재미가 있는 라이프 스타일 호텔로 고객들에게 보다 특별한 휴식, 특별한 추억을 만들 수 있는 호텔로 다가가겠습니다.",
42,1000103450,1,부산 사상 잠 101 호텔,0,4.9,93,"· ZAM 101 HOTEL GRAND OPEN 특가 진행 중· 2층 라운지에서 이태리제 커피원두를 사용하여 맛있는 커피제공 해드립니다.☕· 2층 라운지에서 숙박 고객님에게 무료 조식을 제공 해드립니다.(이용가능 시간 : 07시 ~ 09시)✔️ㄴ디저트바, 비즈니스시설 (PC,FAX,프린터), 세탁실, 공용주방시설 상시 이용 가능",
43,10041371,1,"인스테이 영도 호텔(구,밸류호텔)",0,4.7,9,"· 부산 중심에 자리한 인스테이 호텔 영도점 (구.밸류호텔 부산)에 머무실 경우 걸어서 9분이면 롯데백화점 광복점, 11분이면 자갈치 시장에 가실 수 있습니다.· 호텔에서 BIFF 광장까지는 1.1km 떨어져 있으며, 1.7km 거리에는 부산타워도 있습니다. 피트니스 시설 등의 레크리에이션 시설을 이용하거나 루프탑 테라스 및 정원 전망을 즐기실 수 있습니다.· 호텔에는 무료 무선 인터넷, 콘시어지 서비스 및 연회장도 편의 시설/서비스로 마련되어 있습니다.· 호텔에 있는 레스토랑 Gontran Cherier에 들러 브런치를 즐겨보세요.· 대표적인 편의 시설과 서비스로는 무료 인터넷, 24시간 운영되는 비즈니스 센터, 로비의 신문 등이 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.· 에어컨이 설치된 객실에는 냉장고 및 평면 TV도 갖추어져 있어 편하게 머무실 수 있습니다. 무료 무선 인터넷이 지원되며, 케이블 프로그램도 시청하실 수 있습니다.· 전용 욕실에는 무료 세면용품 및 비데도 갖추어져 있습니다. 편의 시설/서비스로는 전화 외에 금고 및 업무용 데스크가 구비되어 있습니다.· ※ 연박시 추가할인· ※ 현장에서 조식 결제시 할인· ※ 와인잔 대여 가능· ※ 세탁 가능 세재 구입가능",
44,3001282,1,서면 신신호텔,2,4.4,87,· 최신식 비즈니스 호텔로 깨끗한 시설과 쾌적한 객실 상태를 자랑합니다.· 부산의 중심인 서면 로타리와 매우 가까워서 주변 번화가로 이동하기에 편리해요!· 지하철 서면역에서 도보로 2분거리에 위치해 있어서 접근성이 매우 뛰어나요:),
45,1000109549,1,그랜드 엘시티 레지던스,0,4.8,37,"· 세계적인 3대 해변휴양도시 부산 해운대의 바다 와 하늘을 한눈에 품은 101층 랜드마크 엘시티(LCT) 타워에서 환상적인 오션뷰와 광안대교를 감상하며 365일 일상이 휴가가 되는 서비스드 레지던스입니다.· 가족휴양 및 비즈니스, 엔터테인먼트, 관광명소들에 접근이 가까우며 관광객 및 레져 여행객들의 ""Home away from Home""의 모토로 제공되는 이상적인 최고급 생활 숙박형 시설입니다.· 객실은 해운대 비치뷰, 광안대교, 동백섬, 등 한눈에 조망되는 초호화 50평~80평형대의 스위트룸과 6성급 초특급 호텔 종사원의 서비스를 제공 받고 품격있는 인테리어와 첨단 시설이 조화를 이룬 안전하고 취사를 할 수 있는 편안하고 안락한 레지던스 입니다.",
46,1000103243,1,베스트웨스턴 플러스 부산 송도,0,4.5,1545,· 100년의 역사와 아름다운 자연환경을 품고있는 우리나라 첫번째 해수욕장에 들어서는 첫 프리미엄 호텔입니다.· 아름다운 경관에 베스트웨스턴 플러스만의 품격있는 서비스를 더하여 고객들에게 최고의 휴식과 추억을 만들어드리겠습니다.,
47,1000101583,1,라비드아틀란 호텔 해운대,0,4.6,2850,"· 라비드 아틀란 호텔은 부산 해운대 구남로 중심에 위치하여 볼거리, 먹거리, 놀거리가 모두 어우러진 특별함을 경험하실 수 있으며, 해운대 해변으로부터 도보 2분 거리에 위치하고 있습니다.· 전객실 테라스가 함께하는 라비드 아틀란은 코발트색의 아름다운 바다와 하늘, 자연과 도시가 어우러진 경이로운 풍경이 파노라마처럼 펼쳐지는 특별한 여유와 낭만을 제공 합니다.· 라비드 아틀란 호텔은 해운대 지하철역에서 도보 3분, 시내 중심가에서 25분, 김해 국제공항에서 45분 거리에 있으며, 부산 아쿠아리움과 수영만 요트 경기장 등의 레저시설과 벡스코, 센텀 시티를 비롯한 비즈니스 지역에 동시에 인접해 있습니다. 뿐만 아니라 동백섬, 해동 용궁사, 부산 시립 미술관 등의 주변관광 시설도 함께 즐기실 수 있습니다.",
48,1000095499,1,해운대 씨클라우드 호텔 앤 레지던스,0,4.1,1889,· 부산 최초의 서비스드 레지던스 호텔이에요! · 품격있고 고급스러워진 객실을 이용하실 수 있습니다!· 호텔 바로 앞에 해운대 바닷가가 있으며 주변에 식당도 많아서 해운대 여행 숙소로는 정말 딱이에요.,
49,3020201,1,라발스 호텔 부산,0,4.6,1339,"· 라발스호텔은 용두산공원, BIFF거리, 자갈치시장, 국제시장, 롯데백화점, 국제여객터미널, 국제 해양박물관, 태종대, 감천문화마을 등 전국적으로 유명한 16개 이상의 쇼핑&관광지가 인근에 밀접해 있어 1년 365일 관광객에게 사랑받는 중부산의 중심에 위치한 라발스호텔입니다.· 부산대교, 영도대교, 남항대교 뿐만아니라 부산항대교까지 모두 품은 라발스호텔은 부산 어디서든 빠르게 닿을 수 있는 최적의 위치는 물론 부산의 야경의 한 눈에 담을 수 있는 최상의 뷰를 자랑합니다.",
50,3018286,1,페어필드 바이 메리어트 부산,0,4.7,500,"· 해변 도시에 위치한 현대적인 호텔로 레스토랑과 야간 엔터테인먼트, 쇼핑, 음악 공연장, 지역 문화 체험, 부산전시컨벤션센터 등 흥미진진한 즐길 거리와 문화·편의 시설이 도보 거리 내에 있습니다.· 활기찬 도시 전경이 내려다보이는 223개의 객실은 전망 감상과 함께 휴식을 즐기실 수 있도록 설계된 모던한 가구를 갖추고 있으며 20층 이상 고층 객실에서는 숨이 멎을 듯한 아름다운 전망을 감상하실 수 있습니다.",
51,3014568,1,플레아드블랑 해운대,0,4.6,1987,"· 호텔 플레아드블랑은 일부 객실에 취사가 가능한 주방시설과 조리 기구가 있습니다.· 객실 전체가 친환경 원목자재로 이루어져있으며, 고객님들의 편안한 숙면을 위해 최고급 라텍스 매트리스를 준비했습니다.· 해운대 해수욕장에서 도보로 약 1분 거리에 위치해 있습니다.· 일회용 렌즈통 렌즈액 무료 서비스를 실시합니다.<프론트에 이야기하시면 바로 서비스 받으실수 있습니다.>· 스타일러서비스<탈취와 스팀 가벼운드라이 서비스!>· 메모리폼 배게 서비스<요청 시, 프론트에서 제공>· '재난지원금 및 지역화폐(동백전) 사용가능 호텔입니다'",
52,3009846,1,라마다 앙코르 바이 윈덤 부산 해운대,0,4.6,2026,"· 차별화된 객실 인테리어와 수려한 외관 디자인으로 화려하면서도 중후한 멋을 선사합니다.· VIP를 예우하는 고품격 시설과 쾌적한 휴식공간, 하이클래스 생활 편의시설으로 더욱 편리한 공간을 제공합니다.· 해운대역 3번 출구에서 도보 1분 거리로 최상의 위치를 자랑합니다.",
53,3009642,1,아난티 힐튼 부산,5,4.7,637,"· 부산 기장의 아름다운 바다를 품은 힐튼 부산은 “도심 속 완벽한 휴식처”라는 차별화된 컨셉과 규모, 서비스를 자랑합니다.· 탁 트인 오션뷰를 마음껏 감상 할 수 있는 약 21평의 넓고 여유로운 객실에는 프라이빗 발코니가 마련되어, 휴식을 즐기기에 더 없이 좋은 시설을 자랑합니다.· 특히 해안경관이 파노라믹 뷰로 펼쳐지는 야외 인피니티 풀, 성인 전용 인피니티풀, 키즈 풀, 자쿠지 등 해외 리조트 못지 않은 럭셔리 수영장과 피트니스와 사우나, 테라피 룸 등의 부대시설들이 함께 마련되어 있어 사계절 내내 완벽한 휴식을 선사합니다.",
54,3001727,1,이비스 앰배서더 부산 해운대,0,4.6,276,"· 해운대 전경이 파노라마처럼 펼쳐지는 이비스 앰배서더 부산 해운대만의 차별화된 서비스와 휴식을 즐겨보세요.· 다양한 객실 종류와 잘 갖춰진 객실 내 편의시설, 다양한 부대시설은 안락한 휴식을 선사합니다.· 호텔에서 도보로 2분 거리에 해운대 바닷가가 펼쳐지며 해운대역, 동백역과 가까이 있어 이동이 편리합니다.",
55,3000656,1,호텔포레 프리미어 해운대,3,4.4,537,"· '2018 한국리모델링건축대전' '준공부문'에서 ""우수상-서울주택도시공사 사장상""을 수상한 감각적이고 모던한 디자인의 본 호텔(호텔포레 프리미어 해운대점)은 최근 리노베이션을 마치고 새롭게 오픈하였습니다.· 부산의 푸른 심장 해운대 바닷가 바로 앞에 위치하여 부산 관광 및 도심속 휴식에 알맞은 호텔입니다.· 모던하고 감각적인 디자인과 깔끔하고 아늑한 분위기로 꾸며진 객실에서의 특별한 하룻밤 :)",
56,3000637,1,호텔 아쿠아 펠리스,3,4.1,1370,· 38도씨 천연 해수온천 사우나를 즐길 수 있습니다!· 광안대교가 바라보이는 최고의 전망을 자랑합니다.· 날씨에 관계없이 사계절 내내 즐길 수 있는 워터파크를 즐겨보세요.,
57,3000602,1,호메르스 호텔,0,4.6,1184,"· 광안리, 광안대교의 야경으로 만드는 로맨틱한 밤을 보내세요:)· 스카이 라운지에서 째즈 선율과 함께 즐기는 광안리 바다!· 탁 트인 바다가 보이는 사우나와 찜질방에서 색다른 추억을 쌓아보세요.",
58,1000112007,1,어반스테이 더 센트럴 서면,0,4.8,534,"· 어반스테이 더 센트럴은 '비대면 체크인'으로, 안전하게 머물고 삶이 좀 더 가벼워 수 있는 공간을 제공합니다.· 등록 된 핸드폰 번호로 객실 비밀번호 및 안내 사항이 당일 오전에 자동 발송됩니다.· 서면역 12번 출구 도보 1분이내로, 최적의 위치를 자랑합니다.· 1층 베이커리 이용 시 투숙객 할인이 적용되며, 여유로운 아침을 즐기실 수 있습니다.· 어반스테이 더센트럴은 더 깨끗한, 더 쿨한 서면을 추구하기 위해 일회용품으로 인해 발생되는 쓰레기를 줄이고자  For Better Urban Chill 프로젝트를 진행중입니다.",
59,1000110883,1,그랜드 조선 부산,5,4.8,242,"· 신세계조선호텔의 품격과 탁월함을 고전적 우아함과 현대적 감각으로 재해석한 어반 럭셔리 리조트, 그랜드 조선 부산이 2020년 10월 오픈합니다.· 17미터 층고의 웅장한 아트리움, 눈부신 해운대 바다와 자연, 도시의 컬러를 담은 공간에서 부산 최초로 선보이는 미식, 엔터테인먼트, 서비스를 경험하실 수 있습니다.",
60,1000099623,1,아바니 센트럴 부산,4,4.8,627,"· AVANI Hotel & Resort는 53개국 510개의 호텔을 보유한 Minor Hotels Group의 브랜드 라인입니다.·  김해 국제공항에서 차량 30분거리, 부산역에서 차량 15분 거리에 위치하며, 지하철역에서 도보 3분내에 접근가능· 매년 부산 국제 영화제가 펼쳐지는 부산 전시 컨벤션 센터. 해운대 등 대표적인 관광지로부터 10분~15분 거리에 위치해 있어 부산을 찾은 국내외 여행객들에게 이상적인 장소입니다.· 부산 국제 금융 센터(BIFC), 한국은행 부산 본부 및 금융공기업이 밀집한 부산의 중심 지역에 위치해 있어 비즈니스를 위해 부산을 방문한 고객에게도 높은 만족감을 선사합니다.· 객실에서 창문 너머로 보이는 시내의 주간 및 야간의 풍경",
